class,cap-shape,cap-surface,cap-color,gill-spacing,gill-color,stalk-shape,stalk-root
p,x,s,g,c,w,t,b
p,f,y,y,c,g,e,b
p,f,y,y,c,p,e,b
p,f,y,g,c,p,e,b
p,x,y,y,c,g,e,b
p,x,s,g,c,w,t,b
p,f,s,b,c,p,t,b
p,f,s,w,c,h,t,b
p,f,f,g,c,p,e,b
p,f,s,b,c,h,t,b
p,x,s,w,c,w,t,b
p,f,y,b,c,w,e,b
p,f,s,w,c,w,t,b
p,f,s,w,c,p,t,b
p,x,s,w,c,w,t,b
p,b,s,p,c,w,e,b
p,f,y,g,c,g,e,b
p,x,y,y,c,g,e,b
p,x,y,g,c,h,e,b
p,f,y,w,c,r,e,b
p,f,s,g,c,h,t,b
p,x,s,w,c,w,t,b
p,f,s,w,c,p,t,b
p,x,f,y,c,p,e,b
p,f,y,g,c,p,e,b
p,x,y,g,c,p,e,b
p,f,y,y,c,g,e,b
p,x,s,b,c,w,t,b
p,f,y,y,c,h,e,b
p,f,y,p,c,g,e,b
p,f,y,w,c,w,e,b
p,f,y,y,c,g,e,b
p,f,y,y,c,h,e,b
p,x,s,w,c,p,t,b
p,x,s,w,c,p,t,b
p,x,s,b,c,p,t,b
p,x,s,g,c,h,t,b
p,f,y,y,c,p,e,b
p,c,y,w,w,w,e,b
p,f,s,w,c,p,t,b
p,f,s,g,c,w,t,b
p,x,s,g,c,w,t,b
p,f,y,y,c,h,e,b
p,x,f,y,c,g,e,b
p,x,s,g,c,h,t,b
e,k,f,n,w,w,e,b
p,x,s,w,c,p,t,b
p,f,y,y,c,p,e,b
p,b,y,b,c,r,e,b
p,f,y,g,c,h,e,b
p,f,s,b,c,p,t,b
p,f,y,y,c,g,e,b
p,f,s,w,c,w,t,b
p,x,f,y,c,g,e,b
p,f,y,y,c,g,e,b
p,f,y,y,c,g,e,b
p,f,s,w,c,p,t,b
e,k,y,c,w,w,e,b
e,k,y,n,w,w,e,b
p,b,s,p,c,r,e,b
p,x,s,b,c,h,t,b
p,x,s,b,c,w,t,b
p,x,s,w,c,p,t,b
p,x,s,w,c,p,t,b
p,f,y,y,c,p,e,b
p,x,s,w,c,w,t,b
p,x,y,y,c,h,e,b
p,f,s,b,c,g,e,b
p,f,f,y,c,h,e,b
p,x,s,g,c,p,t,b
p,b,y,w,c,r,e,b
p,f,y,y,c,g,e,b
p,x,s,b,c,h,t,b
p,x,s,b,c,h,t,b
p,b,y,p,c,g,e,b
e,x,y,c,w,w,e,b
p,x,s,w,c,w,t,b
e,f,y,n,w,w,e,b
p,f,s,g,c,p,t,b
p,b,y,p,c,w,e,b
p,f,s,g,c,w,t,b
p,f,y,y,c,p,e,b
p,f,y,p,c,r,e,b
p,f,s,b,c,p,t,b
e,x,y,c,w,w,e,b
e,f,y,n,w,w,e,b
p,f,s,w,c,r,e,b
p,f,y,y,c,g,e,b
e,k,y,n,w,w,e,b
p,f,s,g,c,p,t,b
p,f,s,w,c,r,e,b
p,f,f,g,c,h,e,b
p,x,f,y,c,p,e,b
p,f,y,y,c,g,e,b
p,b,s,w,c,g,e,b
p,x,s,b,c,p,t,b
e,x,f,c,w,w,e,b
p,f,s,w,c,h,t,b
p,x,f,y,c,h,e,b
p,f,s,g,c,h,t,b
p,f,y,y,c,g,e,b
p,f,s,b,c,p,t,b
e,x,y,n,w,w,e,b
p,f,y,y,c,g,e,b
p,f,f,g,c,g,e,b
p,b,y,b,c,r,e,b
p,f,y,y,c,p,e,b
p,f,f,y,c,g,e,b
p,f,y,w,c,g,e,b
p,f,y,y,c,g,e,b
p,f,y,g,c,g,e,b
p,f,y,y,c,g,e,b
p,f,s,w,c,w,t,b
p,x,s,w,c,w,t,b
p,f,y,g,c,h,e,b
p,f,y,y,c,p,e,b
p,f,y,y,c,p,e,b
p,x,y,y,c,h,e,b
p,f,s,b,c,p,t,b
p,x,y,g,c,g,e,b
p,f,s,g,c,w,t,b
p,x,s,w,c,p,t,b
p,f,s,b,c,h,t,b
p,f,y,y,c,g,e,b
p,x,s,b,c,p,t,b
e,k,f,n,w,w,e,b
p,f,y,y,c,p,e,b
e,k,y,c,w,w,e,b
p,x,f,g,c,p,e,b
p,x,s,b,c,h,t,b
p,x,y,g,c,h,e,b
p,f,y,y,c,p,e,b
p,f,y,y,c,p,e,b
p,x,s,g,c,h,t,b
p,x,s,w,c,w,t,b
p,f,s,b,c,w,t,b
p,x,s,w,c,w,t,b
p,f,y,y,c,p,e,b
e,k,f,c,w,w,e,b
p,x,s,g,c,p,t,b
p,f,y,g,c,h,e,b
p,x,y,y,c,h,e,b
p,f,y,y,c,h,e,b
p,f,y,y,c,p,e,b
p,f,y,y,c,p,e,b
p,f,y,y,c,g,e,b
e,f,f,c,w,w,e,b
p,b,y,b,c,w,e,b
p,x,s,b,c,w,t,b
p,x,s,g,c,w,t,b
p,f,y,y,c,p,e,b
p,x,s,g,c,p,t,b
p,f,s,w,c,p,t,b
p,f,s,b,c,h,t,b
p,x,s,b,c,p,t,b
p,k,g,w,w,w,e,b
p,f,s,g,c,p,t,b
p,f,s,w,c,h,t,b
p,f,s,b,c,p,t,b
p,b,s,w,c,r,e,b
e,f,f,n,w,w,e,b
p,f,s,g,c,p,t,b
p,x,s,w,c,h,t,b
p,f,y,y,c,p,e,b
p,x,s,w,c,h,t,b
p,f,y,w,c,w,e,b
p,f,s,b,c,w,t,b
p,x,s,g,c,p,t,b
p,f,s,g,c,p,t,b
p,f,y,b,c,g,e,b
p,f,y,y,c,g,e,b
p,x,s,b,c,w,t,b
e,k,f,c,w,w,e,b
p,f,s,g,c,p,t,b
p,f,s,w,c,w,t,b
p,b,s,b,c,r,e,b
p,b,s,p,c,r,e,b
p,f,s,w,c,w,t,b
p,x,y,g,c,g,e,b
p,x,s,b,c,p,t,b
p,f,s,p,c,g,e,b
p,x,s,w,c,h,t,b
p,f,s,w,c,h,t,b
p,f,s,w,c,h,t,b
p,f,s,w,c,p,t,b
p,x,s,b,c,p,t,b
p,b,s,p,c,g,e,b
p,x,s,b,c,p,t,b
e,f,y,c,w,w,e,b
p,x,s,b,c,w,t,b
p,f,s,p,c,r,e,b
p,f,y,y,c,g,e,b
p,f,s,w,c,h,t,b
p,x,y,g,c,h,e,b
p,f,s,b,c,w,e,b
p,b,s,p,c,w,e,b
p,x,s,b,c,p,t,b
p,x,y,y,c,h,e,b
p,b,y,w,c,g,e,b
e,f,y,n,w,w,e,b
p,f,f,y,c,g,e,b
p,f,y,y,c,h,e,b
p,f,y,y,c,p,e,b
p,x,s,g,c,h,t,b
p,f,s,w,c,h,t,b
p,f,f,g,c,p,e,b
e,f,f,n,w,w,e,b
p,x,s,g,c,w,t,b
p,f,s,b,c,h,t,b
p,x,s,b,c,h,t,b
p,f,y,y,c,p,e,b
p,f,s,w,c,p,t,b
p,f,s,g,c,h,t,b
p,f,y,y,c,p,e,b
e,f,f,c,w,w,e,b
p,f,s,w,c,p,t,b
p,f,y,g,c,h,e,b
p,x,s,w,c,w,t,b
p,f,y,y,c,p,e,b
p,f,y,y,c,p,e,b
p,f,s,g,c,p,t,b
p,f,y,y,c,p,e,b
p,x,s,w,c,w,t,b
p,f,y,y,c,p,e,b
p,f,y,w,c,r,e,b
p,f,s,g,c,p,t,b
p,f,s,w,c,w,e,b
p,x,y,y,c,g,e,b
p,f,s,g,c,h,t,b
p,f,y,y,c,g,e,b
p,x,f,y,c,h,e,b
p,f,y,y,c,h,e,b
p,x,s,g,c,p,t,b
p,f,s,w,c,w,t,b
p,x,s,g,c,w,t,b
p,f,y,y,c,g,e,b
p,b,s,w,c,w,e,b
p,b,s,b,c,w,e,b
p,f,f,y,c,p,e,b
p,x,y,g,c,g,e,b
p,f,s,b,c,r,e,b
p,x,s,g,c,w,t,b
p,f,s,b,c,g,e,b
p,f,y,y,c,h,e,b
p,f,s,g,c,w,t,b
p,f,y,y,c,g,e,b
p,x,s,g,c,h,t,b
p,f,s,g,c,h,t,b
p,x,s,b,c,h,t,b
p,x,f,y,c,h,e,b
p,b,s,w,c,r,e,b
p,f,y,y,c,p,e,b
p,x,s,b,c,p,t,b
p,f,s,g,c,w,t,b
p,f,s,b,c,p,t,b
p,f,y,y,c,p,e,b
p,f,s,w,c,h,t,b
p,f,s,b,c,p,t,b
p,f,s,g,c,h,t,b
p,f,y,y,c,p,e,b
p,f,s,w,c,g,e,b
p,f,y,g,c,p,e,b
e,x,f,n,w,w,e,b
p,f,y,y,c,p,e,b
p,x,s,w,c,p,t,b
p,x,s,g,c,w,t,b
p,f,f,g,c,p,e,b
p,x,s,w,c,h,t,b
p,x,f,y,c,h,e,b
p,f,s,w,c,p,t,b
p,f,y,y,c,g,e,b
p,x,s,g,c,p,t,b
p,f,s,b,c,w,t,b
p,f,y,y,c,g,e,b
p,x,s,b,c,h,t,b
p,f,s,w,c,h,t,b
p,f,y,y,c,g,e,b
p,f,y,y,c,p,e,b
p,f,y,g,c,h,e,b
p,f,f,g,c,g,e,b
p,b,s,p,c,g,e,b
p,b,s,w,c,w,e,b
p,f,s,b,c,w,t,b
p,x,s,g,c,w,t,b
p,b,y,p,c,g,e,b
p,x,s,g,c,w,t,b
p,x,s,g,c,p,t,b
p,x,f,y,c,p,e,b
p,f,y,b,c,w,e,b
p,x,s,b,c,h,t,b
p,b,s,b,c,r,e,b
e,x,y,n,w,w,e,b
p,x,f,y,c,p,e,b
p,f,s,b,c,h,t,b
p,f,y,y,c,g,e,b
p,f,f,y,c,h,e,b
p,f,y,y,c,h,e,b
p,x,y,y,c,g,e,b
p,x,s,g,c,p,t,b
e,f,y,n,w,w,e,b
p,f,y,b,c,g,e,b
p,f,y,g,c,h,e,b
p,f,f,g,c,h,e,b
p,f,f,g,c,p,e,b
p,x,s,g,c,p,t,b
p,f,s,p,c,g,e,b
p,f,s,b,c,w,t,b
p,x,s,b,c,w,t,b
p,f,s,b,c,w,t,b
e,x,f,n,w,w,e,b
p,f,y,y,c,p,e,b
p,f,s,w,c,w,t,b
p,f,s,p,c,r,e,b
p,f,y,y,c,p,e,b
p,f,s,g,c,h,t,b
p,f,y,y,c,g,e,b
p,f,s,g,c,h,t,b
p,f,s,w,c,h,t,b
p,f,f,y,c,p,e,b
p,b,y,b,c,g,e,b
p,f,y,y,c,g,e,b
p,f,s,b,c,p,t,b
p,f,y,y,c,g,e,b
e,x,s,c,c,w,e,b
p,x,y,e,c,w,e,c
p,k,y,c,c,w,e,c
p,k,y,n,c,w,e,c
e,x,y,c,c,w,e,b
p,b,y,y,w,y,e,c
e,x,y,p,c,w,e,b
e,f,y,n,c,w,e,b
p,f,y,e,c,w,e,c
e,b,s,n,c,w,e,b
e,x,s,n,c,w,e,b
e,b,s,n,c,w,e,b
p,k,y,e,c,y,e,c
e,f,s,g,c,w,e,b
p,k,y,c,c,w,e,c
e,x,s,p,c,w,e,b
p,x,y,n,c,w,e,c
e,f,s,c,c,w,e,b
p,f,y,n,c,w,e,c
p,x,y,c,c,y,e,c
p,k,y,n,c,w,e,c
e,x,y,g,c,w,e,b
p,f,y,c,c,w,e,c
p,f,y,n,c,y,e,c
e,f,y,c,c,w,e,b
e,k,y,n,c,w,e,b
p,f,y,e,c,y,e,c
p,f,y,n,c,w,e,c
p,x,y,e,c,y,e,c
e,f,y,n,c,w,e,b
p,k,y,y,w,y,e,c
e,x,s,g,c,w,e,b
p,x,y,n,c,y,e,c
p,f,y,e,c,w,e,c
p,k,y,c,c,y,e,c
e,f,y,p,c,w,e,b
e,x,s,c,c,w,e,b
p,f,y,y,w,w,e,c
p,x,y,c,c,w,e,c
e,x,y,p,c,w,e,b
e,f,s,n,c,w,e,b
p,k,y,n,c,y,e,c
p,c,y,y,w,y,e,c
e,x,s,g,c,w,e,b
e,f,s,p,c,w,e,b
e,f,y,n,c,w,e,b
e,k,y,n,c,w,e,b
p,x,y,e,c,w,e,c
p,k,y,n,c,y,e,c
e,f,s,n,c,w,e,b
p,f,y,y,w,y,e,c
p,f,y,e,c,y,e,c
e,x,s,n,c,w,e,b
p,f,y,c,c,y,e,c
e,f,s,p,c,w,e,b
e,k,s,n,c,w,e,b
e,x,s,n,c,w,e,b
p,b,y,y,w,w,e,c
e,x,s,n,c,w,e,b
p,x,y,e,c,y,e,c
e,f,y,c,c,w,e,b
e,f,y,n,c,w,e,b
e,f,s,g,c,w,e,b
e,x,s,p,c,w,e,b
p,c,y,y,w,w,e,c
p,k,y,e,c,y,e,c
p,x,y,c,c,w,e,c
e,b,y,n,c,w,e,b
e,x,y,n,c,w,e,b
p,x,y,n,c,y,e,c
p,k,y,y,w,w,e,c
e,k,s,n,c,w,e,b
p,f,y,c,c,w,e,c
p,x,y,n,c,w,e,c
p,k,y,e,c,w,e,c
e,x,y,n,c,w,e,b
e,f,y,g,c,w,e,b
p,f,y,n,c,y,e,c
e,f,y,p,c,w,e,b
e,f,s,n,c,w,e,b
e,f,y,g,c,w,e,b
p,k,y,e,c,w,e,c
e,x,y,c,c,w,e,b
e,f,s,c,c,w,e,b
e,x,y,n,c,w,e,b
p,k,y,c,c,y,e,c
e,f,s,n,c,w,e,b
e,b,y,n,c,w,e,b
e,x,y,n,c,w,e,b
e,x,y,g,c,w,e,b
p,x,y,c,c,y,e,c
p,f,y,c,c,y,e,c
